subsector;sector;año_emision;alcance_1;alcance_2;alcance_3;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2012; 10.049.181 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2013; 9.551.948 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2014; 9.118.239 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2015; 9.819.904 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2016; 8.991.457 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2017; 8.596.492 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2018; 6.999.672 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2019; 5.798.589 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2020; 6.155.116 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2021; 6.006.411 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2022; 6.681.316 ;;;;;;;;;;;;;;;;;;;;;;
Generación de energía entregada a la red;Energía;2023; 4.665.727 ;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2000;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2001;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2002;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2003;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2004;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2005;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2006;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2007;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2008;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2009;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2010;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2011;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2012;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2013;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2014;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2015;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2016;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2017;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2018;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2019;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2020;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2021;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2022;;;;;;;;;;;;;;;;;;;;;;;
Industrias de la energía;Energía;2023;;;;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2000; 592.361 ; 188.164 ; 26.780 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2001; 464.462 ; 118.805 ; 17.273 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2002; 404.476 ; 114.139 ; 18.878 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2003; 453.607 ; 142.169 ; 23.160 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2004; 468.506 ; 212.951 ; 33.683 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2005; 408.115 ; 250.712 ; 38.472 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2006; 519.047 ; 289.510 ; 43.464 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2007; 545.281 ; 316.123 ; 47.142 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2008; 460.050 ; 336.808 ; 48.673 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2009; 379.169 ; 300.318 ; 43.684 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2010; 1.251.003 ; 316.687 ; 45.658 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2011; 1.891.935 ; 344.140 ; 48.609 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2012; 1.573.639 ; 336.122 ; 46.934 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2013; 850.045 ; 370.877 ; 53.435 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2014; 662.691 ; 324.594 ; 48.073 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2015; 530.528 ; 321.225 ; 51.168 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2016; 742.288 ; 427.769 ; 69.587 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2017; 1.288.236 ; 275.998 ; 45.044 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2018; 977.812 ; 253.622 ; 46.411 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2019; 671.055 ; 208.505 ; 41.251 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2020; 617.868 ; 192.376 ; 42.901 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2021; 609.987 ; 219.560 ; 46.130 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2022; 547.795 ; 221.505 ; 45.662 ;;;;;;;;;;;;;;;;;;;;
Industrias manufactureras y construcción;Energía;2023; 454.343 ; 178.045 ; 36.237 ;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2000;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2001;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2002;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2003;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2004;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2005;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2006;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2007;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2008;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2009;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2010;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2011;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2012;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2013;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2014;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2015;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2016;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2017;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2018;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2019;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2020;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2021;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2022;;;;;;;;;;;;;;;;;;;;;;;
Navegación;Transporte;2023;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2000;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2001;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2002;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2003;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2004;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2005;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2006;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2007;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2008;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2009;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2010;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2011;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2012;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2013;;; 5.683 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2014;;; 11.601 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2015;;; 9.752 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2016;;; 10.371 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2017;;; 11.150 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2018;;; 11.668 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2019;;; 8.696 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2020;;; 8.743 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2021;;; 8.690 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2022;;; 8.268 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados en la ciudad;Residuos;2023;;; 12.011 ;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2000;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2001;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2002;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2003;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2004;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2005;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2006;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2007;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2008;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2009;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2010;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2011;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2012;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2013;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2014;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2015;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2016;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2017;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2018;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2019;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2020;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2021;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2022;;;;;;;;;;;;;;;;;;;;;;;
Residuos biológicos generados fuera de la ciudad;Residuos;2023;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2000;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2001;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2002;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2003;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2004;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2005;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2006;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2007;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2008;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2009;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2010;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2011;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2012;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2013;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2014;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2015;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2016;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2017;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2018;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2019;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2020;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2021;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2022;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados fuera de la ciudad;Residuos;2023;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2000;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2001;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2002;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2003;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2004;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2005;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2006;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2007;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2008;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2009;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2010;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2011;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2012;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2013;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2014;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2015;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2016;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2017;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2018;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2020;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2019;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2020;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2021;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2022;;;;;;;;;;;;;;;;;;;;;;;
Residuos incinerados y quemados generados en la ciudad;Residuos;2023;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2000;;; 1.657.834 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2001;;; 1.700.636 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2002;;; 1.729.249 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2003;;; 1.709.993 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2004;;; 1.695.057 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2005;;; 1.695.793 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2006;;; 1.674.203 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2007;;; 1.667.839 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2008;;; 1.607.921 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2009;;; 1.585.722 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2010;;; 1.548.948 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2011;;; 1.632.901 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2012;;; 1.781.592 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2013;;; 1.879.738 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2014;;; 1.977.348 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2015;;; 1.966.444 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2016;;; 1.936.919 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2017;;; 1.886.777 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2018;;; 1.795.348 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2019;;; 1.740.309 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2020;;; 1.686.885 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2021;;; 1.598.751 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2022;;; 1.524.867 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados en la ciudad;Residuos;2023;;; 1.463.246 ;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2000;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2001;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2002;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2003;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2004;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2005;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2006;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2007;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2008;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2009;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2010;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2011;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2012;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2013;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2014;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2015;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2016;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2017;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2018;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2019;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2020;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2021;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2022;;;;;;;;;;;;;;;;;;;;;;;
Residuos sólidos generados fuera de la ciudad;Residuos;2023;;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2000; 3.292.812 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2001; 3.420.532 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2002; 3.319.500 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2003; 3.406.032 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2004; 3.369.427 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2005; 3.269.675 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2006; 3.127.802 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2007; 3.374.759 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2008; 3.447.880 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2009; 3.419.034 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2010; 3.406.060 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2011; 3.356.496 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2012; 3.446.391 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2013; 3.734.408 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2014; 3.366.281 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2015; 3.378.921 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2016; 3.457.223 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2017; 3.384.463 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2018; 3.387.292 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2019; 3.365.488 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2020; 2.386.986 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2021; 2.786.059 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2022; 3.091.603 ;;;;;;;;;;;;;;;;;;;;;;
Transporte Carretero;Transporte;2023; 3.334.964 ;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2000;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2001;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2002;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2003;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2004;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2005;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2006;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2007;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2008;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2009;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2010;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2011;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2012;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2013;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2014;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2015;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2016;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2017;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2018;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2019;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2020;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2021;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2022;;;;;;;;;;;;;;;;;;;;;;;
Transporte fuera de rutas;Transporte;2023;;;;;;;;;;;;;;;;;;;;;;;
Trenes y subtes;Transporte;2000; 17.729 ; 49.201 ; 14.841 ;;;;;;;;;;;;;;;;;;;;
Trenes y subtes;Transporte;2001; 17.837 ; 34.132 ; 12.551 ;;;;;;;;;;;;;;;;;;;;
Trenes y subtes;Transporte;2002; 15.662 ; 33.378 ; 11.418 ;;;;;;;;;;;;;;;;;;;;
